timestamp,symbol,action,decision,best_side,best_confidence,buy_confidence,sell_confidence,buy_score,sell_score,buy_base_score,sell_base_score,buy_smc_score,sell_smc_score,buy_participation_score,sell_participation_score,buy_hard_ok,sell_hard_ok,buy_level_ok,sell_level_ok,buy_level,sell_level,buy_level_source,sell_level_source,buy_smc_sweep,sell_smc_sweep,buy_smc_order_block,sell_smc_order_block,buy_smc_fvg_support,sell_smc_fvg_support,buy_smc_fvg_block,sell_smc_fvg_block,btc_trend,btc_corr,relative_strength,entry_close,trend_close,confirm_close,futures_context_available,oi_change_pct,taker_buy_sell_ratio,global_long_short_ratio,top_long_short_ratio,funding_rate,skip_reason
2026-06-21T09:43:51,BTCUSDT,NO_SIGNAL,NONE,SELL,90.94,52.32,90.94,17.79,30.92,17,24,1.29,2.92,-0.5,4.0,False,False,True,True,63136.2,68687.0,4h_pivot,1d_pivot,,,4h_ob,1d_ob,4h_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,1.0,0,64398.8,64270.0,64398.8,True,1.19,0.7863,1.6674,1.202,4.841e-05,NO_FINAL_SIGNAL
2026-06-21T09:43:55,ETHUSDT,NO_SIGNAL,NONE,SELL,68.12,60.29,68.12,20.5,23.16,19,22,1.5,0.66,0,0.5,False,False,True,True,1670.56,1749.13,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,4h_bearish_fvg,4h_bearish_fvg,4h_bullish_fvg,BEARISH,0.9,2.88,1737.03,1740.0,1737.03,True,0.21,0.9997,2.0618,1.5213,3.178e-05,NO_FINAL_SIGNAL
2026-06-21T09:43:59,BCHUSDT,NO_SIGNAL,NONE,SELL,95.56,30.26,95.56,10.29,32.49,10,30,-0.21,2.49,0.5,0,False,False,False,True,,200.79,,4h_pivot,,,4h_ob,4h_ob,,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,0.65,-2.52,199.53,199.91,199.53,True,-0.94,1.048,1.6157,0.8426,-0.00021787,NO_FINAL_SIGNAL
2026-06-21T09:44:02,XRPUSDT,NO_SIGNAL,NONE,SELL,94.41,49.03,94.41,16.67,32.1,14,29,1.17,1.1,1.5,2.0,False,False,True,True,1.1336,1.155,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,4h_bearish_fvg,1d_bearish_fvg,4h_bullish_fvg,BEARISH,0.85,0.14,1.149,1.1494,1.149,True,1.72,1.0177,2.7736,1.8168,-3.172e-05,NO_FINAL_SIGNAL
2026-06-21T09:44:06,LTCUSDT,NO_SIGNAL,NONE,SELL,81.79,48.15,81.79,16.37,27.81,17,24,2.87,1.31,-3.5,2.5,False,False,True,True,43.69,44.56,4h_pivot,4h_pivot,,,4h_ob,1d_ob,4h_bullish_fvg,4h_bearish_fvg,,4h_bullish_fvg,BEARISH,0.77,2.04,44.48,44.49,44.48,True,-0.32,0.8916,2.3568,2.2066,-6.101e-05,NO_FINAL_SIGNAL
2026-06-21T09:44:09,TRXUSDT,NO_SIGNAL,NONE,BUY,80.09,80.09,49.18,27.23,16.72,27,13,2.73,2.72,-2.5,1,False,False,True,True,0.3192,0.32667,4h_pivot,1d_pivot,,4h,1d_ob,1d_ob,1d_bullish_fvg,4h_bearish_fvg,,4h_bullish_fvg,BEARISH,0.24,2.22,0.32617,0.32659,0.32617,True,-1.2,0.823,1.4343,0.7033,-4.819e-05,NO_FINAL_SIGNAL
2026-06-21T09:44:14,ETCUSDT,NO_SIGNAL,NONE,SELL,73.53,52.59,73.53,17.88,25.0,15,26,2.88,-1.5,0,0.5,False,False,True,True,7.095,7.534,4h_pivot,4h_pivot,,,4h_ob,,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.75,2.39,7.423,7.452,7.423,True,-0.11,0.9557,1.5157,1.7192,0.0001,NO_FINAL_SIGNAL
2026-06-21T09:44:18,LINKUSDT,NO_SIGNAL,NONE,SELL,81.62,49.38,81.62,16.79,27.75,15,29,2.79,-0.75,-1,-0.5,False,False,True,True,7.818,7.98,4h_pivot,4h_pivot,,,4h_ob,,4h_bullish_fvg,1d_bearish_fvg,,4h_bullish_fvg,BEARISH,0.84,-0.04,7.967,7.983,7.967,True,-3.69,0.9662,1.8952,1.7772,2.285e-05,NO_FINAL_SIGNAL
2026-06-21T09:44:21,XLMUSDT,NO_SIGNAL,NONE,BUY,64.71,64.71,41.74,22.0,14.19,24,13,-0.5,-0.81,-1.5,2,False,False,True,True,0.20199,0.23462,1d_pivot,4h_pivot,,,,,4h_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,1d_bullish_fvg,BEARISH,0.29,12.25,0.21426,0.21605,0.21426,True,-0.36,0.931,1.1482,0.8523,-0.00016449,NO_FINAL_SIGNAL
2026-06-21T09:44:24,XMRUSDT,SIGNAL,SELL,SELL,100,27.47,100,9.34,37.91,10,31,-0.66,3.41,0.0,3.5,False,True,True,True,302.05,320.98,1d_pivot,4h_pivot,,1h,,4h_ob,4h_bullish_fvg,,,,BEARISH,0.4,-11.46,316.11,321.27,316.11,True,1.01,0.814,0.9257,0.5622,0.00011195,
2026-06-21T09:44:25,XMRUSDT,TRADE_OPENED,SELL,SELL,100,27.47,100,9.34,37.91,10,31,-0.66,3.41,0.0,3.5,False,True,True,True,302.05,320.98,1d_pivot,4h_pivot,,1h,,4h_ob,4h_bullish_fvg,,,,BEARISH,0.4,-11.46,316.11,321.27,316.11,True,1.01,0.814,0.9257,0.5622,0.00011195,
2026-06-21T09:44:30,DASHUSDT,NO_SIGNAL,NONE,SELL,65.0,60.29,65.0,20.5,22.1,21,20,3.0,-0.4,-3.5,2.5,False,False,True,True,33.26,37.04,1d_pivot,1d_pivot,,,4h_ob,4h_ob,1d_bullish_fvg,,,1d_bullish_fvg,BEARISH,0.55,5.71,36.79,36.92,36.79,True,-0.47,0.8242,1.3742,3.8271,-2.812e-05,NO_FINAL_SIGNAL
2026-06-21T09:44:33,ZECUSDT,NO_SIGNAL,NONE,BUY,100.0,100.0,35.29,34.0,12.0,29,12,3.0,-1.5,2.0,1.5,False,False,True,True,460.5,481.73,4h_pivot,1d_pivot,,,4h_ob,,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.5,12.8,470.71,470.5,470.71,True,2.68,0.9755,0.8957,0.6946,-0.0003306,NO_FINAL_SIGNAL
2026-06-21T09:44:35,XTZUSDT,NO_SIGNAL,NONE,SELL,94.41,33.35,94.41,11.34,32.1,10,31,1.34,1.1,0,0,False,False,True,True,0.2255,0.2405,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,4h_bullish_fvg,BEARISH,0.67,-0.58,0.2362,0.237,0.2362,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:36,BNBUSDT,NO_SIGNAL,NONE,SELL,87.56,48.71,87.56,16.56,29.77,16,27,0.56,2.77,0,0,False,False,True,True,576.61,633.16,1d_pivot,1d_pivot,,,4h_ob,1d_ob,4h_bullish_fvg,1d_bearish_fvg,4h_bearish_fvg,,BEARISH,0.75,-3.56,590.74,588.35,590.74,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:40,ONTUSDT,NO_SIGNAL,NONE,SELL,81.88,42.12,81.88,14.32,27.84,15,26,-0.68,1.84,0,0,False,False,True,True,0.04428,0.0468,1d_pivot,1d_pivot,,1h,,4h_ob,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.22,-4.15,0.04624,0.04625,0.04624,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:42,VETUSDT,NO_SIGNAL,NONE,SELL,98.32,45.35,98.32,15.42,33.43,14,31,1.42,2.43,0,0,False,False,True,True,0.004828,0.005163,4h_pivot,4h_pivot,,1h,4h_ob,4h_ob,4h_bullish_fvg,4h_bearish_fvg,,4h_bullish_fvg,BEARISH,0.71,-2.12,0.004976,0.005067,0.004976,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:43,NEOUSDT,NO_SIGNAL,NONE,SELL,99.21,38.12,99.21,12.96,33.73,10,33,2.96,0.73,0,0,False,False,True,True,2.141,2.316,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,,4h_bullish_fvg,BEARISH,0.68,0.64,2.212,2.214,2.212,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:45,QTUMUSDT,NO_SIGNAL,NONE,SELL,80.65,56.76,80.65,19.3,27.42,18,25,1.3,2.42,0,0,False,False,True,True,0.712,0.756,4h_pivot,4h_pivot,,1h,4h_ob,,4h_bullish_fvg,1d_bearish_fvg,,,BEARISH,0.65,1.36,0.735,0.735,0.735,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:47,IOSTUSDT,NO_SIGNAL,NONE,SELL,99.62,39.29,99.62,13.36,33.87,13,31,0.36,2.87,0,0,False,False,True,True,0.00077,0.000822,4h_pivot,4h_pivot,,1h,4h_ob,,,1d_bearish_fvg,,,BEARISH,0.7,-3.54,0.000788,0.000784,0.000788,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:50,THETAUSDT,NO_SIGNAL,NONE,SELL,70.65,65.06,70.65,22.12,24.02,21,23,1.12,1.02,0,0,False,False,True,True,0.1552,0.1671,1d_pivot,1d_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,4h_bullish_fvg,BEARISH,0.62,1.73,0.161,0.1574,0.161,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:52,ZILUSDT,NO_SIGNAL,NONE,SELL,86.76,43.26,86.76,14.71,29.5,14,27,0.71,2.5,0,0,False,False,True,True,0.00306,0.003319,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,4h_bearish_fvg,,BEARISH,0.77,0.79,0.003169,0.003132,0.003169,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:54,KNCUSDT,NO_SIGNAL,NONE,SELL,91.88,55.88,91.88,19.0,31.24,17,30,2.0,1.24,0,0,False,False,True,True,0.1194,0.1216,4h_pivot,4h_pivot,,,4h_ob,4h_ob,,,,,BEARISH,0.35,-2.13,0.12,0.1184,0.12,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:56,COMPUSDT,NO_SIGNAL,NONE,BUY,70.03,70.03,63.09,23.81,21.45,21,21,2.81,0.45,0,0,False,False,True,True,17.0,18.99,1d_pivot,1d_pivot,,,1d_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,,1d_bullish_fvg,BEARISH,0.43,1.58,17.84,17.91,17.84,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:58,KAVAUSDT,NO_SIGNAL,NONE,BUY,75.06,75.06,64.59,25.52,21.96,23,21,2.52,0.96,0,0,False,False,True,True,0.0468,0.0524,4h_pivot,1d_pivot,,,4h_ob,,4h_bullish_fvg,4h_bearish_fvg,,,BEARISH,0.55,6.45,0.04866,0.04734,0.04866,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:44:59,BANDUSDT,NO_SIGNAL,NONE,SELL,92.24,42.94,92.24,14.6,31.36,13,29,1.6,2.36,0,0,False,False,True,True,0.1582,0.1708,1d_pivot,4h_pivot,,,4h_ob,4h_ob,,1d_bearish_fvg,,,BEARISH,0.62,-4.46,0.163,0.1635,0.163,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:01,RLCUSDT,NO_SIGNAL,NONE,SELL,86.44,48.32,86.44,16.43,29.39,14,29,2.43,0.39,0,0,False,False,True,True,0.3213,0.3526,4h_pivot,4h_pivot,,,4h_ob,1d_ob,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.6,-6.06,0.3351,0.3363,0.3351,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:02,DOTUSDT,NO_SIGNAL,NONE,SELL,84.06,58.29,84.06,19.82,28.58,17,28,2.82,0.58,0,0,False,False,True,True,0.948,0.974,4h_pivot,4h_pivot,,,4h_ob,,4h_bullish_fvg,1d_bearish_fvg,,,BEARISH,0.58,0.06,0.97,0.968,0.97,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:04,RUNEUSDT,NO_SIGNAL,NONE,BUY,75.76,75.76,64.24,25.759999999999998,21.84,23,20,2.76,1.84,0,0,False,False,True,True,0.3965,0.4191,1d_pivot,1d_pivot,,,4h_ob,1d_ob,4h_bullish_fvg,,,,BEARISH,0.55,2.11,0.4066,0.4083,0.4066,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:05,EGLDUSDT,NO_SIGNAL,NONE,SELL,97.06,38.24,97.06,13.0,33,11,33,2.0,0,0,0,False,False,True,True,2.867,2.924,4h_pivot,4h_pivot,,,4h_ob,,,,,,BEARISH,0.71,-1.27,2.875,2.885,2.875,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:07,SOLUSDT,NO_SIGNAL,NONE,BUY,63.24,63.24,61.21,21.5,20.81,20,20,1.5,0.81,0,0,False,False,True,True,66.89,74.66,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,4h_bullish_fvg,BEARISH,0.87,8.73,73.57,73.19,73.57,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:09,ICXUSDT,NO_SIGNAL,NONE,SELL,92.76,42.68,92.76,14.51,31.54,13,30,1.51,1.54,0,0,False,False,True,True,0.02669,0.02926,1d_pivot,4h_pivot,,,4h_ob,4h_ob,,,,,BEARISH,0.67,-4.99,0.02829,0.02835,0.02829,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:10,STORJUSDT,NO_SIGNAL,NONE,SELL,80.65,45.41,80.65,15.44,27.42,15,26,0.44,1.42,0,0,False,False,True,True,0.0761,0.0787,4h_pivot,4h_pivot,,,4h_ob,4h_ob,,,1d_bearish_fvg,,BEARISH,0.41,0.66,0.0785,0.0792,0.0785,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:12,UNIUSDT,SIGNAL,SELL,SELL,83.53,55.71,83.53,18.94,28.4,16,28,2.94,0.4,0,0,False,True,True,True,2.918,3.092,4h_pivot,4h_pivot,,,4h_ob,1d_ob,1d_bullish_fvg,,,1d_bullish_fvg,BEARISH,0.62,17.67,2.966,3.004,2.966,False,,,,,,
2026-06-21T09:45:13,UNIUSDT,TRADE_OPENED,SELL,SELL,83.53,55.71,83.53,18.94,28.4,16,28,2.94,0.4,0,0,False,True,True,True,2.918,3.092,4h_pivot,4h_pivot,,,4h_ob,1d_ob,1d_bullish_fvg,,,1d_bullish_fvg,BEARISH,0.62,17.67,2.966,3.004,2.966,False,,,,,,
2026-06-21T09:45:15,AVAXUSDT,NO_SIGNAL,NONE,SELL,86.76,39.12,86.76,13.3,29.5,14,30,-0.7,-0.5,0,0,False,False,True,True,6.218,6.772,1d_pivot,4h_pivot,,,,,4h_bullish_fvg,4h_bearish_fvg,4h_bearish_fvg,4h_bullish_fvg,BEARISH,0.79,-6.27,6.257,6.234,6.257,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:16,ENJUSDT,SIGNAL,SELL,SELL,83.82,54.0,83.82,18.36,28.5,16,28,2.36,0.5,0,0,False,True,True,True,0.0322,0.03646,4h_pivot,4h_pivot,,,4h_ob,1d_ob,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.04,9.41,0.03484,0.03595,0.03484,False,,,,,,
2026-06-21T09:45:18,ENJUSDT,TRADE_OPENED,SELL,SELL,83.82,54.0,83.82,18.36,28.5,16,28,2.36,0.5,0,0,False,True,True,True,0.0322,0.03646,4h_pivot,4h_pivot,,,4h_ob,1d_ob,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.04,9.41,0.03484,0.03595,0.03484,False,,,,,,
2026-06-21T09:45:20,KSMUSDT,NO_SIGNAL,NONE,SELL,87.62,44.59,87.62,15.16,29.79,15,29,0.16,0.79,0,0,False,False,True,True,3.425,3.709,4h_pivot,4h_pivot,,,4h_ob,,,4h_bearish_fvg,4h_bearish_fvg,,BEARISH,0.62,-3.78,3.552,3.529,3.552,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:21,AAVEUSDT,NO_SIGNAL,NONE,SELL,66.65,66.41,66.65,22.58,22.66,22,20,0.58,2.66,0,0,False,False,True,True,73.04,76.41,4h_pivot,4h_pivot,,,4h_ob,1d_ob,1d_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,0.71,17.47,76.24,75.92,76.24,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:22,RSRUSDT,NO_SIGNAL,NONE,SELL,84.15,42.65,84.15,14.5,28.61,16,28,-1.5,0.61,0,0,False,False,True,True,0.001294,0.00137,1d_pivot,4h_pivot,,,,,,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,0.6,-3.24,0.001317,0.001309,0.001317,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:24,BELUSDT,NO_SIGNAL,NONE,BUY,58.82,58.82,43.38,20,14.75,20,15,0,-0.25,0,0,False,False,False,False,,,,,,4h,,,,,,4h_bullish_fvg,BEARISH,0.41,81.85,0.15165,0.15083,0.15165,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:26,AXSUSDT,NO_SIGNAL,NONE,BUY,66.18,66.18,47.79,22.5,16.25,22,15,0.5,1.25,0,0,False,False,True,False,1.115,,1d_pivot,,,4h,1d_ob,,,,1d_bearish_fvg,,BEARISH,0.33,22.54,1.187,1.163,1.187,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:27,ZENUSDT,NO_SIGNAL,NONE,SELL,68.38,58.29,68.38,19.82,23.25,17,22,2.82,1.25,0,0,False,False,True,True,4.292,5.055,4h_pivot,1d_pivot,,4h,4h_ob,,4h_bullish_fvg,,,,BEARISH,0.68,7.55,4.662,4.657,4.662,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:28,SKLUSDT,NO_SIGNAL,NONE,SELL,75.0,48.82,75.0,16.6,25.5,14,27,2.6,-1.5,0,0,False,False,True,True,0.003978,0.00434,4h_pivot,4h_pivot,,,4h_ob,,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.64,-3.42,0.004176,0.004179,0.004176,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:30,GRTUSDT,NO_SIGNAL,NONE,SELL,69.12,57.91,69.12,19.69,23.5,17,25,2.69,-1.5,0,0,False,False,True,True,0.01954,0.02009,4h_pivot,4h_pivot,,,4h_ob,,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.69,-1.6,0.01988,0.01986,0.01988,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:31,1INCHUSDT,NO_SIGNAL,NONE,SELL,93.15,52.97,93.15,18.009999999999998,31.67,14,30,4.01,1.67,0,0,False,False,True,True,0.0718,0.0784,4h_pivot,4h_pivot,4h,,4h_ob,4h_ob,4h_bullish_fvg,,,,BEARISH,0.85,1.07,0.0734,0.0738,0.0734,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:35,SANDUSDT,NO_SIGNAL,NONE,SELL,78.53,62.68,78.53,21.31,26.7,20,24,1.31,2.7,0,0,False,False,True,True,0.05545,0.06369,4h_pivot,4h_pivot,,1h,4h_ob,4h_ob,4h_bullish_fvg,4h_bearish_fvg,,4h_bullish_fvg,BEARISH,0.69,13.05,0.05943,0.06008,0.05943,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:38,ANKRUSDT,NO_SIGNAL,NONE,SELL,83.85,44.85,83.85,15.25,28.51,14,27,1.25,1.51,0,0,False,False,True,True,0.003663,0.003964,4h_pivot,4h_pivot,4h,,,4h_ob,,,,,BEARISH,0.39,-5.14,0.003711,0.003717,0.003711,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:40,RVNUSDT,NO_SIGNAL,NONE,SELL,94.12,30.21,94.12,10.27,32,9,32,1.27,0,0,0,False,False,True,True,0.0041,0.00427,4h_pivot,4h_pivot,,,4h_ob,,,,,,BEARISH,0.71,-3.74,0.004216,0.004224,0.004216,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:41,SFPUSDT,NO_SIGNAL,NONE,SELL,83.24,46.85,83.24,15.93,28.3,16,26,-0.07,2.3,0,0,False,False,True,True,0.2296,0.2368,4h_pivot,4h_pivot,,,4h_ob,4h_ob,,1d_bearish_fvg,4h_bearish_fvg,,BEARISH,0.55,-4.27,0.2357,0.2351,0.2357,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:43,COTIUSDT,NO_SIGNAL,NONE,SELL,89.15,41.32,89.15,14.05,30.31,14,28,0.05,2.31,0,0,False,False,True,True,0.00918,0.01003,1d_pivot,4h_pivot,,,4h_ob,4h_ob,,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,0.6,-4.34,0.00961,0.0096,0.00961,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:45,CHRUSDT,NO_SIGNAL,NONE,SELL,69.12,62.79,69.12,21.35,23.5,20,25,1.35,-1.5,0,0,False,False,True,True,0.01512,0.01662,4h_pivot,4h_pivot,,,4h_ob,,4h_bullish_fvg,,4h_bearish_fvg,4h_bullish_fvg,BEARISH,0.5,3.86,0.01644,0.01601,0.01644,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:46,MANAUSDT,NO_SIGNAL,NONE,SELL,77.68,61.47,77.68,20.9,26.41,20,24,0.9,2.41,0,0,False,False,True,True,0.0706,0.0812,4h_pivot,4h_pivot,,4h,,1d_ob,4h_bullish_fvg,1d_bearish_fvg,,4h_bullish_fvg,BEARISH,0.65,13.47,0.0773,0.0776,0.0773,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:48,ALICEUSDT,NO_SIGNAL,NONE,BUY,79.41,79.41,50.74,27,17.25,27,16,0,1.25,0,0,False,False,False,True,,0.1916,,1d_pivot,,4h,,,,,,,BEARISH,0.32,65.91,0.1832,0.163,0.1832,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:50,HBARUSDT,NO_SIGNAL,NONE,SELL,78.15,54.41,78.15,18.5,26.57,18,24,0.5,2.57,0,0,False,False,True,True,0.07925,0.08135,4h_pivot,4h_pivot,,,4h_ob,4h_ob,,4h_bearish_fvg,4h_bearish_fvg,,BEARISH,0.69,1.94,0.08044,0.08065,0.08044,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:52,ONEUSDT,NO_SIGNAL,NONE,SELL,94.94,33.09,94.94,11.25,32.28,14,28,-2.75,4.28,0,0,False,False,True,True,0.001407,0.001527,1d_pivot,4h_pivot,,1h,,4h_ob,,4h_bearish_fvg,1d_bearish_fvg,,BEARISH,0.58,-5.27,0.001437,0.001438,0.001437,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:54,HOTUSDT,NO_SIGNAL,NONE,SELL,82.71,50.0,82.71,17.0,28.12,15,26,2.0,2.12,0,0,False,False,True,True,0.0003069,0.0003156,4h_pivot,4h_pivot,,,4h_ob,4h_ob,,1d_bearish_fvg,,,BEARISH,0.71,-0.66,0.0003126,0.0003125,0.0003126,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:56,MTLUSDT,NO_SIGNAL,NONE,SELL,78.94,43.21,78.94,14.69,26.84,14,25,0.69,1.84,0,0,False,False,True,True,0.2484,0.2644,4h_pivot,1d_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,0.71,-1.54,0.2503,0.25,0.2503,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:58,OGNUSDT,NO_SIGNAL,NONE,SELL,91.47,39.44,91.47,13.41,31.1,12,29,1.41,2.1,0,0,False,False,True,True,0.01661,0.01768,4h_pivot,4h_pivot,,,4h_ob,4h_ob,,4h_bearish_fvg,,,BEARISH,0.65,-2.05,0.01724,0.01728,0.01724,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:45:59,GTCUSDT,NO_SIGNAL,NONE,BUY,62.21,62.21,57.35,21.15,19.5,19,21,2.15,-1.5,0,0,False,False,True,False,0.078,,1d_pivot,,,,4h_ob,,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.16,-0.97,0.07821,0.07768,0.07821,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:02,IOTXUSDT,NO_SIGNAL,NONE,SELL,88.94,39.03,88.94,13.27,30.24,14,29,-0.73,1.24,0,0,False,False,True,True,0.002949,0.003412,4h_pivot,4h_pivot,,,,4h_ob,4h_bullish_fvg,4h_bearish_fvg,4h_bearish_fvg,4h_bullish_fvg,BEARISH,0.55,-8.26,0.003152,0.003171,0.003152,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:04,C98USDT,NO_SIGNAL,NONE,SELL,91.32,39.71,91.32,13.5,31.05,15,27,-1.5,4.05,0,0,False,False,True,True,0.01438,0.01464,4h_pivot,4h_pivot,,4h,,4h_ob,,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,0.5,-2.81,0.01444,0.01456,0.01444,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:06,MASKUSDT,NO_SIGNAL,NONE,SELL,75.53,69.24,75.53,23.54,25.68,24,21,-0.46,4.68,0,0,False,False,True,True,0.3738,0.4434,4h_pivot,4h_pivot,,1h,4h_ob,1d_ob,4h_bullish_fvg,4h_bearish_fvg,4h_bearish_fvg,,BEARISH,0.63,11.88,0.4071,0.4008,0.4071,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:08,DYDXUSDT,NO_SIGNAL,NONE,SELL,79.65,51.21,79.65,17.41,27.08,15,27,2.41,0.08,0,0,False,False,True,True,0.1179,0.1217,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,,,4h_bullish_fvg,BEARISH,0.33,-1.14,0.1194,0.119,0.1194,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:09,1000XECUSDT,NO_SIGNAL,NONE,SELL,95.97,49.06,95.97,16.68,32.63,14,31,2.68,1.63,0,0,False,False,True,True,0.005345,0.00548,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,,,,BEARISH,0.71,-0.01,0.005475,0.005469,0.005475,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:11,GALAUSDT,NO_SIGNAL,NONE,SELL,79.06,58.82,79.06,20.0,26.88,18,26,2.0,0.88,0,0,False,False,True,True,0.002659,0.002807,4h_pivot,1d_pivot,,,4h_ob,,,4h_bearish_fvg,,,BEARISH,0.62,0.96,0.002724,0.00271,0.002724,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:12,CELOUSDT,NO_SIGNAL,NONE,BUY,80.88,80.88,62.88,27.5,21.38,26,21,1.5,0.38,0,0,False,False,True,True,0.06372,0.075,4h_pivot,4h_pivot,,,4h_ob,4h_ob,4h_bullish_fvg,4h_bearish_fvg,4h_bearish_fvg,4h_bullish_fvg,BEARISH,0.6,12.79,0.06892,0.06477,0.06892,False,,,,,,NO_FINAL_SIGNAL
2026-06-21T09:46:14,ARUSDT,NO_SIGNAL,NONE,SELL,77.41,51.85,77.41,17.63,26.32,18,22,-0.37,4.32,0,0,False,False,True,True,1.965,2.04,1d_pivot,1d_pivot,,1h,4h_ob,4h_ob,4h_bullish_fvg,1d_bearish_fvg,1d_bearish_fvg,,BEARISH,0.42,4.86,2.021,2.029,2.021,False,,,,,,NO_FINAL_SIGNAL
